資料区分,都道府県コード,警察署等コード,本票番号,事故内容,死者数,負傷者数,路線コード,上下線,地点コード,市区町村コード,昼夜,天候,地形,路面状態,道路形状,環状交差点の直径,信号機,一時停止規制　標識（当事者A）,一時停止規制　表示（当事者A）,一時停止規制　標識（当事者B）,一時停止規制　表示（当事者B）,車道幅員,道路線形,衝突地点,ゾーン規制,中央分離帯施設等,歩車道区分,事故類型,年齢（当事者A）,年齢（当事者B）,当事者種別（当事者A）,当事者種別（当事者B）,用途別（当事者A）,用途別（当事者B）,車両形状（当事者A）,車両形状（当事者B）,速度規制（指定のみ）（当事者A）,速度規制（指定のみ）（当事者B）,車両の衝突部位（当事者A）,車両の衝突部位（当事者B）,車両の損壊程度（当事者A）,車両の損壊程度（当事者B）,エアバッグの装備（当事者A）,エアバッグの装備（当事者B）,サイドエアバッグの装備（当事者A）,サイドエアバッグの装備（当事者B）,人身損傷程度（当事者A）,人身損傷程度（当事者B）,曜日(発生年月日),祝日(発生年月日),緯度,経度,発生日,発生時,color,発生地点,道路管理者区分,道路区分,道路構造,曲線半径,縦断勾配,トンネル番号,当事者車両台数,車両単独事故の対象物,臨時速度規制の有無,速度規制（臨時のみ）,トンネル延長距離
本票,栃木,江別,0112,死亡,1,1,10060,対象外,0000,205,昼－昼,雨,市街地－その他,舗装－湿潤,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,09,22,19,9,交差点内,規制なし,1,2,車両相互,35～44歳,75歳以上,貨物車－中型車,乗用車－軽自動車,自家用,自家用,貨物車,乗用車,50㎞／ｈ以下,指定の速度規制なし等,10,80,大破,大破,装備あり 作動,装備あり 作動,装備あり 作動,装備あり 作動,負傷,死亡,月,その他,36.538297,139.809951,2019-09-09,10:25,red,,,,,,,,,,,,
本票,栃木,美唄,0203,死亡,1,0,10300,対象外,0000,213,昼－昼,曇,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,2,車両単独,0～24歳,不明,二輪車－自動二輪－小型二輪－251～400cc,物件等,自家用,対象外当事者,対象外当事者,対象外当事者,50㎞／ｈ以下,対象外当事者,10,00,中破,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,死亡,対象外当事者,土,その他,36.973441,139.927410,2019-09-28,09:40,red,,,,,,,,,,,,
本票,栃木,三戸,0106,死亡,1,0,00040,上,1304,214,夜－夜,曇,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,09,22,18,9,交差点内,規制なし,1,2,車両相互,65～74歳,0～24歳,貨物車－大型車,二輪車－自動二輪－小型二輪－751ｃｃ以上,事業用,自家用,貨物車,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,70,11,小破,中破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,月,その他,36.726914,139.959179,2019-09-02,20:28,red,,,,,,,,,,,,
本票,群馬,西,2598,死亡,1,0,10580,対象外,0000,202,夜－夜,曇,市街地－人口集中,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,04,9,単路（交差点付近を含む）,規制なし,4,2,車両相互,35～44歳,0～24歳,貨物車－大型車,二輪車－自動二輪－小型二輪－251～400cc,事業用,自家用,貨物車,対象外当事者,指定の速度規制なし等,40㎞／ｈ以下,50,10,小破,中破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,日,前日,36.326606,139.002509,2019-09-22,19:03,red,,,,,,,,,,,,
本票,群馬,東,0254,死亡,1,0,10040,対象外,0000,209,夜－明,晴,市街地－その他,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,00,23,17,9,交差点内,規制なし,1,2,人対車両,75歳以上,65～74歳,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,50㎞／ｈ以下,対象外当事者,10,00,中破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,火,その他,36.281458,139.076186,2019-09-10,04:53,red,,,,,,,,,,,,
本票,群馬,美唄,1081,死亡,1,1,99000,対象外,0000,205,夜－夜,晴,非市街地,非舗装,一般交通の場所,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,00,0,その他,規制なし,0,4,車両単独,75歳以上,不明,乗用車－軽自動車,相手なし,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,16,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,死亡,対象外当事者,土,その他,36.300965,139.325110,2019-09-07,20:04,red,,,,,,,,,,,,
本票,群馬,三戸,0269,死亡,1,0,37000,対象外,0000,207,夜－暮,曇,市街地－その他,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,01,21,14,9,交差点内,規制なし,4,3,車両相互,45～54歳,65～74歳,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,10,40,小破,中破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,月,その他,36.254030,139.517202,2019-09-02,19:02,red,,,,,,,,,,,,
本票,群馬,滝川,0551,死亡,1,0,01220,対象外,0000,212,昼－昼,晴,非市街地,舗装－乾燥,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,4,単路（交差点付近を含む）,規制なし,4,1,車両相互,75歳以上,45～54歳,乗用車－軽自動車,二輪車－自動二輪－小型二輪－751ｃｃ以上,自家用,自家用,乗用車,対象外当事者,40㎞／ｈ以下,40㎞／ｈ以下,40,10,小破,中破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,日,前日,36.542403,139.369678,2019-09-22,11:58,red,,,,,,,,,,,,
本票,群馬,余市,0116,死亡,1,1,10360,対象外,0000,429,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,01,21,15,9,交差点内,規制なし,5,3,車両相互,35～44歳,75歳以上,貨物車－中型車,乗用車－軽自動車,事業用,自家用,貨物車,乗用車,40㎞／ｈ以下,20㎞／ｈ以下,10,20,小破,小破,その他,その他,その他,その他,負傷,死亡,木,その他,36.569536,138.822688,2019-09-19,13:10,red,,,,,,,,,,,,
本票,埼玉,高速道路交通警察隊,0281,死亡,1,1,41010,上,0000,109,昼－昼,曇,非市街地,舗装－湿潤,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,05,9,単路（交差点付近を含む）,規制なし,1,4,車両単独,55～64歳,不明,貨物車－中型車,物件等,事業用,対象外当事者,貨物車,対象外当事者,80㎞／ｈ以下,対象外当事者,18,00,中破,対象外当事者,装備あり 作動,対象外当事者,装備あり 作動,対象外当事者,負傷,対象外当事者,月,当日,35.906233,139.711181,2019-09-16,11:56,red,63,東日本高速道路,走行車線－第二通行帯以上,05,9,1,,2,その他,0,00,0
本票,埼玉,中央,0431,死亡,1,0,39990,対象外,0000,108,夜－夜,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,04,9,単路（交差点付近を含む）,規制なし,1,2,車両単独,0～24歳,不明,二輪車－自動二輪－小型二輪－751ｃｃ以上,物件等,自家用,対象外当事者,対象外当事者,対象外当事者,50㎞／ｈ以下,対象外当事者,10,00,大破,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,死亡,対象外当事者,金,その他,35.851298,139.695948,2019-09-27,02:10,red,,,,,,,,,,,,
本票,埼玉,西,0696,死亡,1,0,39990,対象外,0000,203,昼－昼,晴,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,01,21,14,9,交差点内,規制なし,5,2,車両相互,65～74歳,0～24歳,乗用車－普通車,軽車両－自転車,自家用,対象外当事者,乗用車,対象外当事者,40㎞／ｈ以下,対象外当事者,10,20,小破,小破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,水,その他,35.798172,139.733199,2019-09-25,16:11,red,,,,,,,,,,,,
本票,埼玉,栗山,0880,死亡,1,0,02540,対象外,0000,201,夜－夜,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,04,9,単路（交差点付近を含む）,規制なし,2,2,人対車両,35～44歳,25～34歳,貨物車－大型車,歩行者,自家用,対象外当事者,貨物車,対象外当事者,50㎞／ｈ以下,対象外当事者,80,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,木,その他,35.922404,139.495507,2019-09-26,23:22,red,,,,,,,,,,,,
本票,埼玉,つがる,0705,死亡,1,0,39990,対象外,0000,208,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,2,車両相互,45～54歳,35～44歳,貨物車－中型車,二輪車－原付自転車,事業用,自家用,貨物車,対象外当事者,40㎞／ｈ以下,指定の速度規制なし等,50,10,小破,大破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,日,前日,35.811189,139.506680,2019-09-22,08:32,red,,,,,,,,,,,,
本票,埼玉,野辺地,0533,死亡,1,0,21570,対象外,0000,215,昼－昼,晴,非市街地,舗装－乾燥,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,01,9,単路（交差点付近を含む）,規制なし,5,4,車両単独,55～64歳,不明,軽車両－自転車,相手なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,00,00,損壊なし,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,死亡,対象外当事者,金,その他,35.854486,139.389201,2019-09-20,09:30,red,,,,,,,,,,,,
本票,埼玉,三戸,0356,死亡,1,2,39990,対象外,0000,212,夜－暮,晴,非市街地,舗装－乾燥,単路－橋,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,1,車両相互,45～54歳,35～44歳,乗用車－普通車,乗用車－軽自動車,自家用,自家用,乗用車,乗用車,50㎞／ｈ以下,50㎞／ｈ以下,57,50,中破,大破,装備あり 作動,装備あり 作動,装備あり 作動,その他,負傷,死亡,月,その他,36.008236,139.398744,2019-09-30,18:14,red,,,,,,,,,,,,
本票,埼玉,岩内,0293,死亡,1,0,39990,対象外,0000,218,昼－昼,晴,市街地－その他,舗装－乾燥,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,02,9,単路（交差点付近を含む）,規制なし,5,4,人対車両,75歳以上,75歳以上,乗用車－普通車,歩行者,自家用,対象外当事者,乗用車,対象外当事者,指定の速度規制なし等,対象外当事者,50,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,金,その他,36.205370,139.288219,2019-09-20,15:22,red,,,,,,,,,,,,
本票,埼玉,岩内,0305,死亡,1,0,10620,対象外,0029,218,夜－夜,曇,非市街地,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,09,22,14,9,交差点内,規制なし,4,2,車両相互,25～34歳,0～24歳,貨物車－準中型車,二輪車－自動二輪－小型二輪－251～400cc,自家用,自家用,貨物車,対象外当事者,40㎞／ｈ以下,40㎞／ｈ以下,50,10,小破,中破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,土,その他,36.176165,139.263126,2019-09-28,18:40,red,,,,,,,,,,,,
本票,埼玉,南,0590,死亡,1,0,39990,対象外,0000,222,夜－暮,曇,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,01,21,15,9,交差点内,規制なし,5,2,車両相互,25～34歳,65～74歳,貨物車－軽自動車,軽車両－駆動補助機付自転車,事業用,対象外当事者,貨物車,対象外当事者,40㎞／ｈ以下,対象外当事者,10,40,中破,中破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,土,その他,35.894185,139.794819,2019-08-31,18:57,red,,,,,,,,,,,,
本票,埼玉,手稲,0488,死亡,1,0,39990,対象外,0000,237,昼－暮,晴,市街地－その他,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,00,23,15,9,交差点内,規制なし,5,2,人対車両,35～44歳,55～64歳,貨物車－軽自動車,歩行者,事業用,対象外当事者,貨物車,対象外当事者,40㎞／ｈ以下,対象外当事者,80,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,火,その他,35.830694,139.872381,2019-09-17,16:56,red,,,,,,,,,,,,
本票,千葉,西,0240,死亡,1,0,30000,対象外,0000,216,昼－暮,晴,市街地－人口集中,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,点灯－３灯式,09,22,00,23,15,8,交差点内,規制なし,5,2,人対車両,25～34歳,75歳以上,軽車両－自転車,歩行者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,10,00,小破,対象外当事者,対象外当事者,対象外当事者,対象外当事者,対象外当事者,損傷なし,死亡,土,その他,35.703647,140.084496,2019-09-28,17:09,red,,,,,,,,,,,,
本票,千葉,東,0590,死亡,1,0,21790,対象外,0000,204,夜－暮,晴,市街地－その他,舗装－乾燥,単路－カーブ・屈折,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,03,6,単路（交差点付近を含む）,規制なし,4,3,人対車両,45～54歳,0～24歳,貨物車－大型車,歩行者,事業用,対象外当事者,貨物車,対象外当事者,指定の速度規制なし等,対象外当事者,26,00,損壊なし,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,金,その他,35.704777,139.959530,2019-09-13,18:06,red,,,,,,,,,,,,
本票,千葉,東,0597,死亡,1,1,03570,下,0000,204,昼－昼,晴,非市街地,舗装－凍結,単路－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,05,9,単路（交差点付近を含む）,規制なし,1,2,車両相互,55～64歳,55～64歳,貨物車－大型車,貨物車－中型車,事業用,事業用,貨物車,貨物車,指定の速度規制なし等,指定の速度規制なし等,30,10,中破,小破,その他,装備あり 作動,その他,その他,負傷,死亡,火,その他,35.691260,139.967205,2019-09-17,13:20,red,,,,,,,,,,,,
本票,千葉,岩見沢,0467,死亡,1,0,10510,対象外,0000,207,昼－昼,曇,市街地－その他,舗装－乾燥,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,点灯－押ボタン式,00,23,00,23,03,9,単路（交差点付近を含む）,規制なし,4,4,人対車両,45～54歳,75歳以上,貨物車－大型車,歩行者,事業用,対象外当事者,貨物車,対象外当事者,指定の速度規制なし等,対象外当事者,80,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,水,その他,35.760185,139.940220,2019-07-03,16:03,red,,,,,,,,,,,,
本票,千葉,岩見沢,0642,死亡,1,0,30000,対象外,0000,207,昼－明,晴,市街地－その他,舗装－湿潤,交差点付近－その他,環状交差点以外 環状交差点以外をいう。,施設なし,00,23,00,23,02,9,単路（交差点付近を含む）,規制なし,5,4,車両相互,65～74歳,0～24歳,貨物車－軽自動車,二輪車－自動二輪－原付二種－51～125cc,自家用,自家用,貨物車,対象外当事者,指定の速度規制なし等,指定の速度規制なし等,10,10,中破,大破,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,月,当日,35.761564,139.925610,2019-09-23,05:55,red,,,,,,,,,,,,
本票,千葉,栗山,0266,死亡,1,0,00160,上,0000,208,夜－明,曇,市街地－その他,舗装－乾燥,交差点－その他,環状交差点以外 環状交差点以外をいう。,施設なし,09,22,00,23,17,9,交差点内,規制なし,4,2,人対車両,65～74歳,75歳以上,貨物車－大型車,歩行者,事業用,対象外当事者,貨物車,対象外当事者,指定の速度規制なし等,対象外当事者,10,00,小破,対象外当事者,その他,対象外当事者,その他,対象外当事者,損傷なし,死亡,水,その他,35.981300,139.861063,2019-09-04,04:48,red,,,,,,,,,,,,
